t,signal,driver
0.8200000000000001,-0.8993615620362335,-0.8577996846455211
0.8300000000000001,-1.0691782382992965,-0.8238336814368656
0.84,-0.8659019724802438,-0.7866163830613877
0.85,-0.8877604404942968,-0.7462946691928068
0.86,-0.771257185242413,-0.7030276712145253
0.87,-0.9976120079826603,-0.6569861442007509
0.88,-0.6569761447338973,-0.6083517930242355
0.89,-0.5847199444211336,-0.5573165552501499
0.9,-0.5899437944401936,-0.5040818436462077
0.91,-0.271349998801618,-0.44885775129848166
0.92,-0.5486357871501186,-0.39186222246998187
0.93,-0.9470553962169771,-0.33332019247421263
0.9400000000000001,0.09537148201791251,-0.27346269995825934
0.9500000000000001,-0.2165798009914815,-0.2125259750987946
0.96,-0.4156780636451648,-0.15075050730949718
0.97,-0.6850779186300839,-0.08838009613920399
0.98,-0.10686721391486509,-0.025660889106475432
0.99,-0.2504626229838363,0.03715958973221217
1.0,0.0490285296626515,0.09983341664682756
1.01,0.38009777775378706,0.16211324667548754
1.02,0.21053065675778448,0.22375328978201772
1.03,0.04979511981275317,0.2845102808769319
1.04,0.3593767669742586,0.3441444398736091
1.05,0.35632704707914453,0.4024204179907434
1.06,0.5906633363341323,0.4591082265664701
1.07,0.33787437498840245,0.5139841447185354
1.08,0.6923446867542025,0.566831602268417
1.09,0.5770379514533293,0.6174420344448709
1.1,0.9572911243348272,0.665615704993805
1.11,0.42530814929820704,0.7111624944460179
1.12,1.1194653391642162,0.7539026504318918
1.1300000000000001,0.7559905291553399,0.7936674970818691
1.1400000000000001,0.6367505587811358,0.8303001007130534
1.1500000000000001,0.6613246272784541,0.8636558891747573
1.16,0.8168574134913031,0.8936032224087318
1.17,0.8140094155527746,0.9200239119723387
1.18,0.8566507132324572,0.9428136874743351
1.19,0.6782941231615842,0.9618826080824723
1.2,1.1435917643836016,0.9771554174788711
1.21,1.4357838293291272,0.9885718408623265
1.22,0.6899860934722009,0.9960868228254125
1.23,0.868451625747609,0.9996707051675894
1.24,1.0731566980896545,0.9993093439425722
1.25,0.734818175699721,0.9950041652780257
1.26,1.4453367546751354,0.9867721597472906
1.27,1.1599133991229804,0.9746458153153505
1.28,0.9235650160333747,0.9586729891236788
1.29,0.7772106650240254,0.9389167186199636
1.3,1.2031690362159493,0.915454972778102
1.31,1.0313484754955962,0.8883803443902794
1.32,0.8093856201809972,0.8577996846455208
1.33,0.9135197098915663,0.8238336814368658
1.34,0.5349025230217073,0.7866163830613873
1.35,0.723263391280848,0.7462946691928068
1.36,0.6493201858496266,0.703027671214524
1.37,0.669070728823798,0.6569861442007502
1.3800000000000001,0.8246623572212592,0.6083517930242348
1.3900000000000001,0.5334461676576929,0.55731655525015
1.4000000000000001,0.7964685674882883,0.5040818436462078
1.41,0.5113182290100372,0.4488577512984826
1.42,0.6667306070524566,0.39186222246998287
1.43,0.5502868522932296,0.33332019247421446
1.44,0.4827164440479702,0.27346269995825945
1.45,0.2699201112736153,0.2125259750987947
1.46,0.23270695789676635,0.1507505073094973
1.47,-0.01433627999022924,0.08838009613920499
1.48,0.09917516870238148,0.025660889106474665
1.49,-0.29782622751742677,-0.03715958973221205
1.5,-0.3348775570870263,-0.09983341664682745
1.51,-0.13869264309384882,-0.16211324667548743
1.52,-0.18504717784983732,-0.22375328978201675
1.53,-0.2508820939632959,-0.28451028087693264
1.54,-0.23949036744541533,-0.34414443987360893
1.55,-0.645904844909198,-0.40242041799074324
1.56,-0.29265969489969423,-0.45910822656646916
1.57,-0.5626690489583377,-0.513984144718536
1.58,-0.13782361853891112,-0.566831602268417
1.59,-0.3934286519846275,-0.6174420344448708
1.6,-0.6105441365290006,-0.6656157049938042
1.61,-0.508767774844564,-0.7111624944460184
1.62,-0.9552402917073686,-0.7539026504318918
1.6300000000000001,-0.5231767805578085,-0.793667497081869
1.6400000000000001,-0.8137499751089259,-0.8303001007130533
1.6500000000000001,-0.6822041353438951,-0.8636558891747568
1.6600000000000001,-0.8794593871729776,-0.8936032224087326
1.67,-0.7987632625679065,-0.9200239119723386
1.68,-0.8163250526897501,-0.9428136874743348
1.69,-0.7667760800267014,-0.9618826080824724
1.7,-1.0172786633430149,-0.977155417478871
1.71,-1.3589932510466913,-0.9885718408623265
1.72,-0.9400899723727943,-0.9960868228254125
1.73,-1.0601189280826055,-0.9996707051675894
1.74,-1.0677101236206217,-0.9993093439425722
1.75,-0.916235992866968,-0.9950041652780257
1.76,-1.0434868365069092,-0.9867721597472906
1.77,-0.8462620718330863,-0.9746458153153509
1.78,-0.6403538507823022,-0.9586729891236788
1.79,-0.7951598472502884,-0.9389167186199636
1.8,-0.9292569614695706,-0.915454972778102
1.81,-0.8801558232095088,-0.8883803443902794
1.82,-1.053811084930463,-0.8577996846455208
1.83,-0.8878211350004686,-0.8238336814368658
1.84,-1.1139183038887814,-0.7866163830613873
1.85,-0.6482310660998264,-0.746294669192807
1.86,-0.5932348564640743,-0.7030276712145241
1.87,-0.6903574610385406,-0.6569861442007503
1.8800000000000001,-0.3315110392148419,-0.6083517930242349
1.8900000000000001,-0.5136527303275222,-0.5573165552501501
1.9000000000000001,-0.6363540688547933,-0.5040818436462079
1.9100000000000001,-0.8877305136169971,-0.4488577512984811
1.92,-0.5915307337870116,-0.3918622224699829
1.93,-0.438451537799304,-0.3333201924742145
1.94,-0.2524540796784915,-0.27346269995825956
1.95,-0.5979426829803605,-0.2125259750987948
1.96,-0.5045948207097593,-0.15075050730949743
1.97,-0.4486718087016888,-0.0883800961392051
1.98,-0.30402214043538056,-0.025660889106474787
1.99,-0.22606769590656264,0.03715958973221192
2.0,-0.04824816323846377,0.09983341664682732
2.0100000000000002,0.20223393173511275,0.16211324667548904
2.02,0.18000492211751973,0.2237532897820166
2.0300000000000002,0.024378771549711298,0.28451028087693253
2.04,-0.05533244612698607,0.3441444398736088
2.05,0.6538766292797944,0.4024204179907415
2.06,0.7451543877922013,0.45910822656646905
2.07,0.32264546999228705,0.5139841447185345
2.08,0.6370129875577977,0.5668316022684169
2.09,0.5790352258490992,0.6174420344448693
2.1,0.925698765060323,0.6656157049938042
2.11,0.7015048995324106,0.7111624944460171
2.12,0.7482199101750858,0.7539026504318916
2.13,0.5188250612418921,0.7936674970818679
2.14,0.7548079824481331,0.8303001007130532
2.15,0.9331687873837893,0.8636558891747568
2.16,0.9199448512420855,0.8936032224087326
2.17,0.45113097584440154,0.9200239119723386
2.18,0.8981369164337552,0.9428136874743354
2.19,1.3235692858557218,0.9618826080824724
2.2,1.027209632587339,0.9771554174788714
2.21,1.3131899804762348,0.9885718408623265
2.22,0.7919808423963608,0.9960868228254127
2.23,0.869276216930876,0.9996707051675894
2.24,0.9785704929530001,0.9993093439425722
2.25,1.0364505362778538,0.9950041652780258
2.2600000000000002,1.0450508906881497,0.9867721597472904
2.27,1.3399466530073496,0.9746458153153509
2.2800000000000002,0.8517007602097664,0.9586729891236789
2.29,1.3085331431057652,0.9389167186199637
2.3000000000000003,0.995444500245586,0.9154549727781013
2.31,0.9558792076289663,0.8883803443902795
2.32,1.2982811377203607,0.8577996846455218
2.33,0.9710214941514604,0.8238336814368659
2.34,1.138222213601305,0.7866163830613885
2.35,0.8135307541162401,0.7462946691928072
2.36,0.810571619342279,0.7030276712145255
2.37,0.4707191133305536,0.6569861442007505
2.38,0.45790244519126944,0.6083517930242365
2.39,0.7440524274408709,0.5573165552501503
2.4,0.5647693790170143,0.504081843646208
2.41,0.3505717454027335,0.4488577512984812
2.42,0.26052648751510654,0.39186222246998303
2.43,0.497065477104186,0.33332019247421296
2.44,0.31956317779480375,0.27346269995825967
2.45,0.33962396222349445,0.2125259750987932
2.46,0.4496757774716249,0.15075050730949754
2.47,0.46898341133269117,0.08838009613920346
2.48,0.18904288218717114,0.025660889106474908
2.49,-0.24954629014130925,-0.03715958973221358
2.5,-0.1252578546469007,-0.0998334166468272
2.5100000000000002,0.3594308169272732,-0.16211324667548893
2.52,-0.21421145485964072,-0.2237532897820165
2.5300000000000002,-0.14823016592229765,-0.2845102808769324
2.54,0.10636543625199318,-0.3441444398736087
2.5500000000000003,0.03180272600591477,-0.4024204179907463
2.56,-0.32398717319827236,-0.4591082265664721
2.57,-0.29794321603126367,-0.5139841447185343
2.58,-0.10948303365714301,-0.5668316022684181
2.59,-0.15956822821265876,-0.6174420344448719
2.6,-0.7330719582014724,-0.6656157049938053
2.61,-0.925756019416798,-0.7111624944460182
2.62,-0.9342109016325907,-0.7539026504318915
2.63,-0.9835590262238176,-0.7936674970818688
2.64,-0.9817269976021522,-0.830300100713055
2.65,-0.46823460379528015,-0.8636558891747567
2.66,-0.795423683906342,-0.8936032224087332
2.67,-0.7950736996318872,-0.9200239119723399
2.68,-0.5957330960214341,-0.9428136874743359
2.69,-0.8042703209304559,-0.9618826080824728
2.7,-0.8863652843800347,-0.9771554174788714
2.71,-0.9742780348365054,-0.9885718408623269
2.72,-0.699028266739413,-0.9960868228254129
2.73,-0.926910420120772,-0.9996707051675895
2.74,-1.2666930431177046,-0.9993093439425721
2.75,-0.7581170546261584,-0.9950041652780258
2.7600000000000002,-0.9371549854700604,-0.98677215974729
2.77,-1.4244009965287572,-0.9746458153153502
2.7800000000000002,-0.8612112020219646,-0.9586729891236784
2.79,-0.8965290841302072,-0.9389167186199632
2.8000000000000003,-0.9832092339617954,-0.9154549727781013
2.81,-0.9036232283647908,-0.8883803443902787
2.82,-1.2155511976783528,-0.8577996846455209
2.83,-0.5546299933748975,-0.823833681436866
2.84,-0.8271746723037409,-0.7866163830613875
2.85,-0.41811687115204593,-0.7462946691928048
2.86,-0.827098488804795,-0.7030276712145256
2.87,-0.8168862474210834,-0.6569861442007492
2.88,-1.0819164067323295,-0.6083517930242338
2.89,-0.6349324181105424,-0.5573165552501489
2.9,-0.284325223055297,-0.5040818436462067
2.91,-0.6365772519582799,-0.44885775129848127
2.92,-0.3569750706387443,-0.39186222246998154
2.93,-0.3382735031530123,-0.33332019247420974
2.94,-0.16366460109852227,-0.2734626999582598
2.95,-0.4637762902293323,-0.21252597509879156
2.96,-0.09754362858498455,-0.15075050730949413
2.97,-0.2855888510910204,-0.08838009613920181
2.98,-0.015113534913361551,-0.025660889106473257
2.99,-0.03041437934932966,0.037159589732213456
3.0,0.26854342324334607,0.09983341664682883
3.0100000000000002,0.3611105293311455,0.16211324667549235
3.02,-0.1860347607050753,0.22375328978201814
3.0300000000000002,0.3185823755518299,0.2845102808769357
3.04,0.20194234350505147,0.3441444398736086
3.0500000000000003,0.16913504734722856,0.4024204179907462
3.06,0.5788181183485621,0.459108226566472
3.0700000000000003,0.4319556082437201,0.5139841447185373
3.08,0.4451269233701138,0.566831602268418
3.09,0.48788676860198543,0.6174420344448718
3.1,0.34752751663681025,0.6656157049938052
3.11,0.681015440578849,0.7111624944460181
3.12,0.8611137467772467,0.7539026504318914
3.13,0.4391010993407698,0.7936674970818688
3.14,0.6448269626324514,0.830300100713055
3.15,0.5650724419740543,0.8636558891747567
3.16,1.2954100448669168,0.8936032224087332
3.17,1.094873886150553,0.9200239119723399
3.18,1.139462929877588,0.9428136874743359
3.19,0.9743720588296094,0.9618826080824728
3.2,0.6342514502277505,0.9771554174788714
3.21,1.0123606026390535,0.9885718408623269
3.22,1.2191509718089948,0.9960868228254129
3.23,1.167173451394579,0.9996707051675895
3.24,1.0766397731123674,0.9993093439425721
3.25,0.9462036050929427,0.9950041652780254
3.2600000000000002,0.8446392607263902,0.9867721597472902
3.27,1.1001842399829491,0.9746458153153502
3.2800000000000002,0.9696408854518159,0.9586729891236785
3.29,0.713406928595105,0.9389167186199632
3.3000000000000003,1.0580628891197388,0.9154549727781014
3.31,0.9670366118773165,0.8883803443902788
3.3200000000000003,0.9373276255321845,0.8577996846455191
3.33,0.8956309135670427,0.8238336814368661
3.34,0.7440076772475156,0.7866163830613875
3.35,0.7814288075208277,0.746294669192805
3.36,0.727301387561071,0.7030276712145257
3.37,1.1638605055509519,0.6569861442007493
3.38,0.7692508453150432,0.6083517930242338
3.39,0.5545216381357332,0.557316555250149
3.4,0.27659165999166213,0.5040818436462067
3.41,0.48600411585877124,0.4488577512984814
3.42,0.2891431258827579,0.39186222246998165
3.43,0.48836128029444303,0.33332019247420985
3.44,0.7397721575072418,0.2734626999582599
3.45,0.3627571423543309,0.2125259750987917
3.46,0.14954225021204345,0.15075050730949427
3.47,0.3404661582962486,0.08838009613920193
3.48,-0.021074735485125812,0.025660889106473378
3.49,-0.17736746870477776,-0.03715958973221333
3.5,-0.17780087653002277,-0.09983341664682871
3.5100000000000002,-0.1859523487166353,-0.1621132466754922
3.52,-0.06116091401230908,-0.223753289782018
3.5300000000000002,-0.07915338089485843,-0.2845102808769356
3.54,-0.4213424389628394,-0.34414443987360854
3.5500000000000003,-0.1569372576315431,-0.40242041799074607
3.56,-0.05455351605234987,-0.4591082265664719
3.5700000000000003,-0.3076262425026835,-0.5139841447185372
3.58,-0.670678889718951,-0.566831602268418
3.59,-0.5701101605014701,-0.6174420344448718
3.6,-0.6282040959996605,-0.6656157049938052
3.61,-0.9185156954106601,-0.7111624944460181
3.62,-0.5415556161211087,-0.7539026504318913
3.63,-0.7746078492228463,-0.7936674970818687
3.64,-0.865743915260314,-0.8303001007130549
3.65,-1.2427190902639431,-0.8636558891747566
3.66,-0.6688322756281178,-0.8936032224087331
3.67,-0.6453726649834535,-0.9200239119723398
3.68,-0.9498513067273532,-0.9428136874743358
3.69,-0.9670774893656108,-0.9618826080824727
3.7,-0.8087449046467375,-0.9771554174788714
3.71,-1.0774183835785593,-0.9885718408623266
3.72,-1.0034141509271848,-0.9960868228254128
3.73,-0.9008371818010561,-0.9996707051675895
3.74,-1.219587927818435,-0.9993093439425721
3.75,-1.0998753982699179,-0.9950041652780257
3.7600000000000002,-1.1255513063138887,-0.9867721597472902
3.77,-0.9394723274025809,-0.9746458153153502
3.7800000000000002,-0.9466594239189547,-0.9586729891236785
3.79,-1.1381411417142824,-0.9389167186199632
3.8000000000000003,-0.6591566312269315,-0.9154549727781014
3.81,-0.4998197797542656,-0.8883803443902788
3.8200000000000003,-0.6323617738685816,-0.8577996846455191
3.83,-1.1009774253175493,-0.8238336814368661
3.84,-0.894179014799222,-0.7866163830613876
3.85,-0.6499764037660329,-0.746294669192805
3.86,-1.114636724151942,-0.7030276712145258
3.87,-0.6220389175324583,-0.6569861442007494
3.88,-0.698184633681046,-0.6083517930242339
3.89,-0.5903291615987966,-0.5573165552501491
3.9,-0.5451595544548705,-0.5040818436462068
3.91,-0.6072119834096469,-0.44885775129848154
3.92,-0.4203177053331931,-0.39186222246998176
3.93,-0.1886639000994335,-0.33332019247420996
3.94,-0.46113807612645574,-0.27346269995826006
3.95,-0.2677130091897183,-0.21252597509879181
3.96,-0.29533666958013444,-0.15075050730949438
3.97,-0.2571609790030062,-0.08838009613920206
3.98,-0.5160411285213615,-0.0256608891064735
3.99,-0.2601588665026914,0.037159589732213213
4.0,-0.12355756242258395,0.09983341664682858
4.01,0.11801246276618838,0.16211324667548857
4.0200000000000005,0.1790718470681608,0.22375328978202136
4.03,0.41900051914039294,0.2845102808769354
4.04,0.11695990780394636,0.3441444398736084
4.05,0.6564027273711919,0.4024204179907427
4.0600000000000005,0.4850703243819482,0.45910822656647177
4.07,0.5118534134062387,0.513984144718537
4.08,0.8183679940667816,0.5668316022684179
4.09,0.378901329957003,0.6174420344448717
4.1,0.6611814690028751,0.6656157049938024
4.11,0.4106597776205917,0.7111624944460204
4.12,0.47272981616996057,0.7539026504318913
4.13,0.6957350793052358,0.7936674970818686
4.14,1.0425413864796347,0.8303001007130529
4.15,0.6949476147612161,0.8636558891747583
4.16,0.7536031071520686,0.8936032224087331
4.17,0.8493093038105656,0.9200239119723398
4.18,0.6927719997069645,0.9428136874743347
4.19,0.9723248206584884,0.9618826080824737
4.2,0.5951341305112094,0.9771554174788714
4.21,1.0370678646905096,0.9885718408623266
4.22,1.2888253893893211,0.9960868228254126
4.23,0.4393763671821769,0.9996707051675896
4.24,0.9708532217065836,0.9993093439425721
4.25,0.8359955406123353,0.9950041652780254
4.26,0.7304557877127151,0.9867721597472908
4.2700000000000005,0.8676910596420762,0.9746458153153494
4.28,0.9199356645008087,0.9586729891236785
4.29,1.1191703841919092,0.9389167186199633
4.3,0.7722463211051231,0.9154549727781014
4.3100000000000005,1.2333040902523882,0.8883803443902772
4.32,0.6426320615711172,0.8577996846455193
4.33,0.8829660025233306,0.8238336814368662
4.34,0.9805558006404671,0.7866163830613877
4.3500000000000005,0.9202952017910944,0.7462946691928051
4.36,0.92591440801469,0.7030276712145234
4.37,0.5411615144581129,0.6569861442007495
4.38,0.792818982235062,0.608351793024234
4.39,0.6173479198459686,0.5573165552501521
4.4,0.45560156273715635,0.5040818436462038
4.41,0.41252576566187676,0.44885775129848166
4.42,0.38830325904482277,0.39186222246998187
4.43,0.3497414112802094,0.33332019247421346
4.44,0.20994297808799597,0.2734626999582567
4.45,0.3053450695568343,0.21252597509879195
4.46,0.05945201272822076,0.15075050730949452
4.47,0.22357865105445007,0.08838009613920571
4.48,0.14225328191668973,0.02566088910647007
4.49,-0.21716079520894369,-0.03715958973221309
4.5,0.03825484570891262,-0.09983341664682847
4.51,0.017629864168602932,-0.16211324667548846
4.5200000000000005,-0.15839188800941786,-0.22375328978202122
4.53,-0.44933243687767505,-0.28451028087693536
4.54,-0.0898598295950295,-0.34414443987360827
4.55,-0.17523307006060596,-0.4024204179907426
4.5600000000000005,-0.45382410589392413,-0.45910822656647166
4.57,-0.4112413048526755,-0.5139841447185369
4.58,-0.4036173695247268,-0.5668316022684178
4.59,-0.5820365053734537,-0.6174420344448716
4.6000000000000005,-0.5107499477161918,-0.6656157049938076
4.61,-0.7054331967704823,-0.7111624944460204
4.62,-1.1869576699210656,-0.7539026504318912
4.63,-0.6458397829878234,-0.7936674970818686
4.64,-0.646422569217756,-0.8303001007130528
4.65,-1.026613945506592,-0.8636558891747582
4.66,-0.8172183016680631,-0.893603222408733
4.67,-0.8355147166608721,-0.9200239119723397
4.68,-0.852729281275424,-0.9428136874743346
4.69,-1.2340761081319136,-0.9618826080824737
4.7,-0.3693087812426751,-0.9771554174788712
4.71,-1.1042941745023243,-0.9885718408623267
4.72,-0.9783571391006043,-0.9960868228254125
4.73,-1.396920839655749,-0.9996707051675895
4.74,-0.8117697318805885,-0.999309343942572
4.75,-0.8125589674153723,-0.9950041652780257
4.76,-0.8520168932754192,-0.9867721597472908
4.7700000000000005,-0.9121560630855035,-0.9746458153153496
4.78,-1.0567405732103523,-0.9586729891236786
4.79,-1.0394336054595468,-0.9389167186199634
4.8,-1.1498454241781253,-0.9154549727781016
4.8100000000000005,-0.9611697949102246,-0.8883803443902774
4.82,-0.962747506452114,-0.8577996846455194
4.83,-1.6688266485440009,-0.8238336814368662
4.84,-1.0740876879078272,-0.7866163830613877
4.8500000000000005,-1.0481287901190663,-0.7462946691928052
4.86,-1.0511770895644341,-0.7030276712145234
4.87,-0.6241308521634595,-0.6569861442007495
4.88,-0.5946240026397436,-0.6083517930242341
4.89,-0.6337883273698435,-0.5573165552501522
4.9,-0.5862724047459421,-0.5040818436462039
4.91,-0.3301862272850037,-0.4488577512984817
4.92,-0.4678476466411262,-0.391862222469982
4.93,-0.5471311050045237,-0.3333201924742136
4.94,-0.2681069200500739,-0.27346269995825684
4.95,-0.6490842291326762,-0.21252597509879206
4.96,-0.23340110763331218,-0.15075050730949463
4.97,-0.2533262279521799,-0.08838009613920583
4.98,-0.0754641595616873,-0.025660889106470193
4.99,0.11714642295040105,0.03715958973221297
5.0,-0.2158561170900993,0.09983341664682835
5.01,0.2834739487362635,0.16211324667548835
5.0200000000000005,0.41611685299762224,0.2237532897820211
5.03,0.0939910863357485,0.28451028087693525
5.04,0.3821247137511911,0.34414443987360815
5.05,0.26491538460110414,0.40242041799074246
5.0600000000000005,0.4976698259155139,0.45910822656647154
5.07,0.5848725068128208,0.5139841447185368
5.08,0.7157951155639565,0.5668316022684148
5.09,0.2774630824396867,0.6174420344448714
5.1000000000000005,0.6980105941923112,0.6656157049938075
5.11,0.6763929869371813,0.7111624944460179
5.12,0.8885713425424211,0.7539026504318935
5.13,0.7987343360442427,0.7936674970818685
5.14,0.5308458120789518,0.8303001007130508
5.15,1.1859215350248353,0.86365588917476
5.16,0.8972658227150025,0.8936032224087329
5.17,1.0100370318714968,0.9200239119723382
5.18,0.9243096528012421,0.9428136874743357
5.19,0.780216319006185,0.9618826080824736
5.2,1.0030903984427175,0.9771554174788711
5.21,0.9041811162516958,0.9885718408623272
5.22,1.4054182014417655,0.9960868228254126
5.23,0.7989620274490101,0.9996707051675895
5.24,0.6670763315265515,0.9993093439425723
5.25,0.8732892599472805,0.9950041652780255
5.26,0.86977182205598,0.9867721597472908
5.2700000000000005,0.5554641912090378,0.9746458153153503
5.28,1.0255984749588647,0.9586729891236775
5.29,0.9560795856032714,0.9389167186199634
5.3,0.8012587926880119,0.915454972778103
5.3100000000000005,0.9948624742170107,0.888380344390279
5.32,0.8873512470266958,0.8577996846455194
5.33,1.1720339151259562,0.8238336814368663
5.34,0.7821320226619288,0.7866163830613856
5.3500000000000005,0.7817570928100004,0.7462946691928029
5.36,0.8976581670342885,0.7030276712145235
5.37,0.8981127873246101,0.6569861442007523
5.38,0.45964924224508164,0.6083517930242343
5.39,0.8503543914366961,0.5573165552501523
5.4,0.5770886572536611,0.5040818436462071
5.41,0.8741640131842373,0.44885775129847866
5.42,0.526317977346809,0.3918622224699821
5.43,0.8532302987075303,0.333320192474217
5.44,0.5754158362639432,0.27346269995825356
5.45,-0.0959428462437859,0.2125259750987922
5.46,0.386878558729982,0.1507505073094983
5.47,-0.2683041274774885,0.08838009613920242
5.48,-0.046291122908600296,0.025660889106470314
5.49,0.09791205091462143,-0.037159589732212846
5.5,0.29866719785210466,-0.0998334166468247
5.51,-0.525321112505259,-0.1621132466754882
5.5200000000000005,0.09233988122874001,-0.22375328978202097
5.53,0.005773661280574771,-0.2845102808769317
5.54,-0.32645258969615354,-0.3441444398736114
5.55,-0.3445380686951712,-0.4024204179907424
5.5600000000000005,-0.39825254449454184,-0.45910822656647143
5.57,-0.29967462643861953,-0.5139841447185398
5.58,-0.5497908652552588,-0.5668316022684176
5.59,-1.001997812296799,-0.6174420344448686
5.6000000000000005,-0.3088562242325575,-0.6656157049938047
5.61,-0.6433107184315797,-0.7111624944460202
5.62,-0.3936506860925782,-0.7539026504318911
5.63,-0.9602499748477218,-0.7936674970818706
5.64,-0.8196675270920711,-0.8303001007130527
5.65,-0.7051872225866458,-0.8636558891747581
5.66,-0.6693817106975501,-0.8936032224087314
5.67,-0.7881268991419277,-0.9200239119723397
5.68,-0.7504886742629922,-0.9428136874743345
5.69,-0.7631048555229395,-0.9618826080824726
5.7,-1.0927237785482364,-0.9771554174788719
5.71,-0.6863920784766465,-0.9885718408623266
5.72,-0.8991436966826806,-0.9960868228254122
5.73,-0.903389980633774,-0.9996707051675896
5.74,-1.079510419450018,-0.9993093439425721
5.75,-1.0535124068866564,-0.9950041652780259
5.76,-0.6682477844598674,-0.9867721597472903
5.7700000000000005,-0.9658265348521072,-0.9746458153153497
5.78,-0.5527363798818623,-0.9586729891236786
5.79,-1.2028184699469717,-0.9389167186199646
5.8,-0.9683162882304477,-0.9154549727781016
5.8100000000000005,-0.7390738135944279,-0.8883803443902775
5.82,-0.9359565602929347,-0.8577996846455214
5.83,-0.5203405933332411,-0.8238336814368643
5.84,-0.9172514121931863,-0.7866163830613879
5.8500000000000005,-0.9390571528176761,-0.7462946691928053
5.86,-0.8269174863341523,-0.703027671214521
5.87,-0.8605024390330076,-0.6569861442007497
5.88,-0.6820274783344052,-0.6083517930242371
5.89,-0.6275911444890825,-0.5573165552501494
5.9,-0.3532791065095401,-0.5040818436462041
5.91,-0.5606159746154562,-0.44885775129848193
5.92,-0.223464873610915,-0.3918622224699789
5.93,-0.3931213088827482,-0.33332019247421374
5.94,-0.2621714562782614,-0.27346269995825706
5.95,-0.2358257438686439,-0.21252597509879578
